brand,car_model,segment,drivetrain,seats,top_speed_kmh,acceleration_0_100_s,torque_nm,torque_nm_mapped,power_to_weight_ratio,power_to_weight_category,battery_capacity_kWh,number_of_cells,battery_type,efficiency_wh_per_km,efficiency,fast_charging_power_kw_dc,fast_charge_port,range_km,towing_capacity_kg,cargo_volume_l,length_mm,width_mm,height_mm,car_body_type,manufacturing_country
XPENG,G6 AWD Performance,JD - Large,AWD,5,200,4.1,660.0,486.79092,0.2727272727272727,Medium,87.5,216.0,Lithium-ion,159,2.4685714285714284,180.0,CCS,475.0,1500.0,571.0,4753,1920,1650,SUV,China
Voyah,Free 106 kWh,JE - Executive,AWD,5,200,4.4,720.0,531.0446400000001,0.1111111111111111,Low,100.0,216.0,Lithium-ion,200,2.16,80.0,CCS,480.0,2000.0,550.0,4905,1950,1645,SUV,China
Zeekr,001 Long Range RWD,E - Executive,RWD,5,200,7.2,343.0,252.98376600000003,0.3935860058309038,Medium,94.0,110.0,Lithium-ion,152,1.1702127659574468,135.0,CCS,505.0,1500.0,539.0,4955,1999,1560,Liftback Sedan,China
BMW,i4 xDrive40,D - Large,AWD,5,200,5.1,600.0,442.5372,0.2183333333333333,Low,81.3,216.0,Lithium-ion,183,2.656826568265682,131.0,CCS,490.0,1600.0,470.0,4783,1852,1448,Liftback Sedan,Germany
Nissan,Ariya e-4ORCE 87kWh - 320 kW Nismo,JC - Medium,AWD,5,200,5.0,600.0,442.5372,0.1833333333333333,Low,87.0,216.0,Lithium-ion,209,2.4827586206896552,110.0,CCS,385.0,1500.0,415.0,4655,1850,1660,SUV,Japan
Abarth,600e Scorpionissima,JB - Compact,FWD,5,200,5.9,345.0,254.45889000000005,0.2289855072463768,Low,50.8,102.0,Lithium-ion,158,2.0078740157480315,79.0,CCS,280.0,1500.0,360.0,4187,1779,1557,SUV,Italy
Hongqi,E-HS9 99 kWh,JF - Luxury,AWD,5,200,4.9,750.0,553.1715,0.1493333333333333,Low,90.0,216.0,Lithium-ion,194,2.4,112.0,CCS,370.0,1500.0,438.0,5209,2010,1731,SUV,China
XPENG,P7 Wing Edition,E - Executive,AWD,5,200,4.1,757.0,558.334434,0.1822985468956406,Low,82.7,216.0,Lithium-ion,164,2.611850060459492,138.0,CCS,455.0,1500.0,440.0,4888,1896,1450,Sedan,China
Abarth,600e Turismo,JB - Compact,FWD,5,200,6.2,345.0,254.45889000000005,0.2289855072463768,Low,50.8,102.0,Lithium-ion,158,2.0078740157480315,79.0,CCS,280.0,1500.0,360.0,4187,1779,1557,SUV,Italy
XPENG,G9 RWD Standard Range,JE - Executive,RWD,5,200,6.4,430.0,317.15166000000005,0.3953488372093023,Medium,75.8,216.0,Lithium-ion,165,2.849604221635884,170.0,CCS,395.0,1500.0,660.0,4891,1937,1680,SUV,China
XPENG,P7 RWD Long Range,E - Executive,RWD,5,200,6.7,440.0,324.52728,0.3136363636363636,Medium,82.7,216.0,Lithium-ion,144,2.611850060459492,138.0,CCS,495.0,1500.0,440.0,4888,1896,1450,Sedan,China
VinFast,VF 8 Eco Extended Range,JD - Large,AWD,5,200,5.9,500.0,368.781,0.24,Low,87.7,216.0,Lithium-ion,186,2.4629418472063853,120.0,CCS,405.0,1800.0,376.0,4750,1934,1667,SUV,Vietnam
Volkswagen,ID.3 GTX Performance,C - Medium,RWD,5,200,5.6,545.0,401.97129,0.2477064220183486,Low,79.0,288.0,Lithium-ion,131,3.645569620253165,135.0,CCS,465.0,1000.0,385.0,4322,1809,1538,Hatchback,Germany
XPENG,P7 AWD Performance,E - Executive,AWD,5,200,4.1,757.0,558.334434,0.1822985468956406,Low,82.7,216.0,Lithium-ion,164,2.611850060459492,138.0,CCS,460.0,1500.0,440.0,4888,1896,1450,Sedan,China
Jaguar,I-Pace EV400,JD - Large,AWD,5,200,4.8,696.0,513.343152,0.1221264367816092,Low,84.7,432.0,Lithium-ion,208,5.100354191263282,85.0,CCS,380.0,750.0,505.0,4682,2011,1566,SUV,UK
VinFast,VF 8 Plus Extended Range,JD - Large,AWD,5,200,5.5,620.0,457.28844,0.1935483870967742,Low,87.7,216.0,Lithium-ion,196,2.4629418472063853,120.0,CCS,400.0,1800.0,376.0,4750,1934,1667,SUV,Vietnam
Hyundai,IONIQ 9 Performance AWD,JF - Luxury,AWD,7,200,5.2,700.0,516.2934,0.2785714285714286,Medium,106.0,384.0,Lithium-ion,177,3.6226415094339615,195.0,CCS,480.0,2500.0,338.0,5060,1980,1790,SUV,Korea
Hyundai,IONIQ 9 Long Range AWD,JF - Luxury,AWD,7,200,6.7,605.0,446.22501000000005,0.3223140495867768,Medium,106.0,384.0,Lithium-ion,177,3.6226415094339615,195.0,CCS,490.0,2500.0,338.0,5060,1980,1790,SUV,Korea
Tesla,Model 3 Long Range AWD (Highland),D - Large,AWD,5,201,4.4,493.0,363.618066,0.2515212981744422,Medium,75.0,4416.0,Lithium-ion,119,58.88,124.0,CCS,525.0,1000.0,594.0,4720,1849,1441,Sedan,USA
Tesla,Model Y RWD (Juniper),JD - Large,RWD,5,201,5.9,420.0,309.77604,0.2619047619047619,Medium,60.5,4416.0,Lithium-ion,121,72.99173553719008,110.0,CCS,375.0,1600.0,854.0,4790,1982,1624,SUV,USA
Tesla,Model Y Long Range AWD (Juniper),JD - Large,AWD,5,201,4.8,493.0,363.618066,0.2515212981744422,Medium,75.0,4416.0,Lithium-ion,132,58.88,124.0,CCS,455.0,1600.0,854.0,4790,1982,1624,SUV,USA
Tesla,Model 3 RWD (Highland CATL LFP64),D - Large,RWD,5,201,6.1,420.0,309.77604,0.2619047619047619,Medium,60.5,4416.0,Lithium-ion,116,72.99173553719008,110.0,CCS,445.0,1000.0,594.0,4720,1849,1441,Sedan,USA
Tesla,Model 3 Long Range RWD (Highland),D - Large,RWD,5,201,5.2,450.0,331.90290000000005,0.2755555555555555,Medium,75.0,4416.0,Lithium-ion,117,58.88,124.0,CCS,545.0,1000.0,594.0,4720,1849,1441,Sedan,USA
Tesla,Model Y Long Range RWD (Juniper),JD - Large,RWD,5,201,5.6,450.0,331.90290000000005,0.2755555555555555,Medium,75.0,4416.0,Lithium-ion,121,58.88,124.0,CCS,470.0,1600.0,854.0,4790,1982,1624,SUV,USA
BMW,i7 eDrive50,F - Luxury,RWD,5,205,5.5,650.0,479.41530000000006,0.2446153846153846,Low,101.7,216.0,Lithium-ion,177,2.1238938053097343,159.0,CCS,520.0,2000.0,500.0,5391,1950,1544,Sedan,Germany
Polestar,2 Standard Range Single Motor (MY26),D - Large,RWD,5,205,6.4,490.0,361.40538,0.2244897959183673,Low,67.0,204.0,Lithium-ion,129,3.044776119402985,110.0,CCS,405.0,1500.0,407.0,4606,1859,1479,Liftback Sedan,Sweden/China
Polestar,2 Long Range Single Motor (MY26),D - Large,RWD,5,205,6.2,490.0,361.40538,0.2551020408163265,Medium,79.0,324.0,Lithium-ion,130,4.10126582278481,125.0,CCS,475.0,1500.0,407.0,4606,1859,1479,Liftback Sedan,Sweden/China
Polestar,2 Long Range Performance (MY26),D - Large,AWD,5,205,4.2,740.0,545.79588,0.1689189189189189,Low,79.0,324.0,Lithium-ion,142,4.10126582278481,125.0,CCS,450.0,1500.0,407.0,4606,1859,1473,Liftback Sedan,Sweden/China
Polestar,2 Long Range Dual Motor (MY26),D - Large,AWD,5,205,4.5,740.0,545.79588,0.1689189189189189,Low,79.0,324.0,Lithium-ion,142,4.10126582278481,125.0,CCS,455.0,1500.0,407.0,4606,1859,1479,Liftback Sedan,Sweden/China
Zeekr,7X Performance AWD,JD - Large,AWD,5,210,3.8,710.0,523.66902,0.3661971830985915,Medium,94.0,110.0,Lithium-ion,173,1.1702127659574468,260.0,CCS,450.0,2000.0,539.0,4787,1930,1650,SUV,China
Zeekr,7X Long Range RWD,JD - Large,RWD,5,210,6.0,440.0,324.52728,0.5909090909090909,High,94.0,110.0,Lithium-ion,153,1.1702127659574468,260.0,CCS,475.0,2000.0,539.0,4787,1930,1650,SUV,China
Zeekr,7X Premium RWD,JD - Large,RWD,5,210,6.0,440.0,324.52728,0.5454545454545454,High,71.0,110.0,Lithium-ion,148,1.5492957746478873,240.0,CCS,365.0,2000.0,539.0,4787,1930,1650,SUV,China
Audi,A6 Avant e-tron,JE - Executive,RWD,5,210,6.0,435.0,320.83947,0.3448275862068966,Medium,75.8,150.0,Lithium-ion,146,1.978891820580475,150.0,CCS,465.0,2100.0,502.0,4928,1923,1455,Station/Estate,Germany
Smart,#5 Brabus,JD - Large,AWD,5,210,3.8,710.0,523.66902,0.323943661971831,Medium,94.0,216.0,Lithium-ion,174,2.297872340425532,230.0,CCS,450.0,1600.0,630.0,4695,1920,1705,SUV,Germany
Mercedes-Benz,EQS 450 4MATIC,F - Luxury,AWD,5,210,5.7,800.0,590.0496,0.2,Low,118.0,300.0,Lithium-ion,180,2.542372881355932,160.0,CCS,655.0,1700.0,620.0,5223,1926,1518,Sedan,Germany
Audi,A6 Avant e-tron performance,JE - Executive,RWD,5,210,5.4,565.0,416.72253,0.3539823008849557,Medium,94.9,180.0,Lithium-ion,151,1.8967334035827184,200.0,CCS,575.0,2100.0,502.0,4928,1923,1455,Station/Estate,Germany
Audi,Q6 e-tron,JD - Large,RWD,5,210,7.0,450.0,331.90290000000005,0.3333333333333333,Medium,75.8,150.0,Lithium-ion,166,1.978891820580475,150.0,CCS,395.0,2000.0,526.0,4771,1939,1685,SUV,Germany
Audi,Q6 e-tron Sportback,JD - Large,RWD,5,210,7.0,450.0,331.90290000000005,0.3333333333333333,Medium,75.8,150.0,Lithium-ion,139,1.978891820580475,150.0,CCS,410.0,2000.0,511.0,4771,1939,1665,SUV,Germany
Audi,Q6 e-tron Sportback performance,JD - Large,RWD,5,210,6.6,485.0,357.71757,0.3917525773195876,Medium,94.9,180.0,Lithium-ion,145,1.8967334035827184,190.0,CCS,510.0,2000.0,511.0,4771,1939,1665,SUV,Germany
Audi,Q6 e-tron Sportback quattro,JD - Large,AWD,5,210,5.9,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,149,1.8967334035827184,200.0,CCS,500.0,2400.0,511.0,4771,1939,1665,SUV,Germany
Audi,Q6 e-tron performance,JD - Large,RWD,5,210,6.6,485.0,357.71757,0.3917525773195876,Medium,94.9,180.0,Lithium-ion,171,1.8967334035827184,190.0,CCS,490.0,2000.0,526.0,4771,1939,1685,SUV,Germany
Audi,Q6 e-tron quattro,JD - Large,AWD,5,210,5.9,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,176,1.8967334035827184,200.0,CCS,480.0,2400.0,10.0,4771,1939,1685,SUV,Germany
Mercedes-Benz,EQS SUV Maybach 680,JF - Luxury,AWD,4,210,4.4,950.0,700.6839,0.1684210526315789,Low,118.0,300.0,Lithium-ion,211,2.542372881355932,160.0,CCS,490.0,1800.0,440.0,5125,1959,1725,SUV,Germany
Mercedes-Benz,EQS SUV 580 4MATIC,JF - Luxury,AWD,7,210,4.7,858.0,632.828196,0.1864801864801865,Low,118.0,300.0,Lithium-ion,199,2.542372881355932,160.0,CCS,530.0,1800.0,13.0,5125,1959,1718,SUV,Germany
Mercedes-Benz,EQS SUV 500 4MATIC,JF - Luxury,AWD,7,210,5.3,828.0,610.7013360000001,0.1932367149758454,Low,118.0,300.0,Lithium-ion,199,2.542372881355932,160.0,CCS,530.0,1800.0,645.0,5125,1959,1718,SUV,Germany
Mercedes-Benz,EQS SUV 450+,JF - Luxury,RWD,7,210,6.8,568.0,418.935216,0.2816901408450704,Medium,118.0,300.0,Lithium-ion,195,2.542372881355932,160.0,CCS,540.0,750.0,645.0,5125,1959,1718,SUV,Germany
Mercedes-Benz,EQS SUV 450 4MATIC,JF - Luxury,AWD,7,210,6.1,800.0,590.0496,0.2,Low,118.0,300.0,Lithium-ion,199,2.542372881355932,160.0,CCS,530.0,1800.0,645.0,5125,1959,1718,SUV,Germany
Mercedes-Benz,EQS 580 4MATIC,F - Luxury,AWD,5,210,4.4,858.0,632.828196,0.1864801864801865,Low,118.0,300.0,Lithium-ion,180,2.542372881355932,160.0,CCS,640.0,1700.0,620.0,5223,1926,1518,Sedan,Germany
Mercedes-Benz,EQS 500 4MATIC,F - Luxury,AWD,5,210,4.9,828.0,610.7013360000001,0.1932367149758454,Low,118.0,300.0,Lithium-ion,180,2.542372881355932,160.0,CCS,640.0,1700.0,620.0,5223,1926,1518,Sedan,Germany
Mercedes-Benz,EQS 450+,F - Luxury,RWD,5,210,6.2,568.0,418.935216,0.2816901408450704,Medium,118.0,300.0,Lithium-ion,173,2.542372881355932,160.0,CCS,685.0,750.0,620.0,5223,1926,1518,Sedan,Germany
Mercedes-Benz,EQS 350,F - Luxury,RWD,5,210,6.7,565.0,416.72253,0.2300884955752212,Low,96.0,360.0,Lithium-ion,165,3.75,130.0,CCS,570.0,750.0,620.0,5223,1926,1512,Sedan,Germany
Mercedes-Benz,EQE SUV AMG 43 4MATIC,JE - Executive,AWD,5,210,4.3,858.0,632.828196,0.1643356643356643,Low,90.6,360.0,Lithium-ion,214,3.9735099337748343,141.0,CCS,425.0,1800.0,520.0,4879,1940,1672,SUV,Germany
Mercedes-Benz,EQE SUV 500 4MATIC,JE - Executive,AWD,5,210,4.9,858.0,632.828196,0.1643356643356643,Low,96.0,300.0,Lithium-ion,187,3.125,141.0,CCS,455.0,1800.0,520.0,4863,1940,1685,SUV,Germany
Mercedes-Benz,EQE SUV 350+,JE - Executive,RWD,5,210,6.9,565.0,416.72253,0.2495575221238938,Low,96.0,300.0,Lithium-ion,164,3.125,141.0,CCS,475.0,750.0,520.0,4863,1940,1685,SUV,Germany
Mercedes-Benz,EQE SUV 350 4MATIC,JE - Executive,AWD,5,210,6.6,765.0,564.2349300000001,0.1843137254901961,Low,90.6,300.0,Lithium-ion,189,3.3112582781456954,141.0,CCS,435.0,1800.0,520.0,4863,1940,1685,SUV,Germany
Mercedes-Benz,EQE SUV 300,JE - Executive,RWD,5,210,7.6,550.0,405.6591,0.2563636363636363,Medium,90.6,300.0,Lithium-ion,182,3.3112582781456954,141.0,CCS,450.0,750.0,520.0,4863,1940,1685,SUV,Germany
Mercedes-Benz,EQE AMG 43 4MATIC,E - Executive,AWD,5,210,4.2,858.0,632.828196,0.1643356643356643,Low,90.6,360.0,Lithium-ion,207,3.9735099337748343,141.0,CCS,450.0,1700.0,430.0,4964,1906,1495,Sedan,Germany
Mercedes-Benz,EQE 500 4MATIC,E - Executive,AWD,5,210,4.7,858.0,632.828196,0.1643356643356643,Low,90.6,360.0,Lithium-ion,173,3.9735099337748343,141.0,CCS,505.0,1700.0,430.0,4946,1906,1503,Sedan,Germany
Mercedes-Benz,EQE 350+,E - Executive,RWD,5,210,6.5,565.0,416.72253,0.2495575221238938,Low,96.0,300.0,Lithium-ion,164,3.125,141.0,CCS,555.0,750.0,430.0,4946,1906,1510,Sedan,Germany
Mercedes-Benz,EQE 350 4MATIC,E - Executive,AWD,5,210,6.3,765.0,564.2349300000001,0.1843137254901961,Low,90.6,360.0,Lithium-ion,173,3.9735099337748343,141.0,CCS,515.0,1700.0,430.0,4946,1906,1503,Sedan,Germany
Mercedes-Benz,EQE 300,E - Executive,RWD,5,210,7.3,550.0,405.6591,0.2181818181818181,Low,89.0,300.0,Lithium-ion,163,3.3707865168539324,120.0,CCS,525.0,750.0,430.0,4946,1906,1503,Sedan,Germany
Mercedes-Benz,CLA 350 4MATIC,D - Large,AWD,5,210,4.9,515.0,379.8444300000001,0.4563106796116505,Medium,85.0,300.0,Lithium-ion,126,3.5294117647058822,235.0,CCS,550.0,1800.0,405.0,4723,1855,1468,Sedan,Germany
Mercedes-Benz,CLA 250+,D - Large,RWD,5,210,6.7,335.0,247.08327000000003,0.7014925373134329,High,85.0,300.0,Lithium-ion,122,3.5294117647058822,235.0,CCS,565.0,1500.0,405.0,4723,1855,1468,Sedan,Germany
Polestar,3 Long Range Dual motor,JE - Executive,AWD,5,210,5.0,840.0,619.55208,0.1785714285714285,Low,107.0,204.0,Lithium-ion,183,1.9065420560747663,150.0,CCS,515.0,2200.0,484.0,4900,1968,1614,SUV,Sweden/China
Polestar,3 Long Range Performance,JE - Executive,AWD,5,210,4.7,910.0,671.18142,0.1648351648351648,Low,107.0,204.0,Lithium-ion,194,1.9065420560747663,150.0,CCS,495.0,2200.0,484.0,4900,1968,1614,SUV,Sweden/China
Cadillac,Lyriq 600 E4,JF - Luxury,AWD,5,210,5.3,610.0,449.91282,0.2704918032786885,Medium,102.0,288.0,Lithium-ion,192,2.823529411764706,165.0,CCS,460.0,1587.0,793.0,5005,1977,1623,SUV,USA
Audi,A6 Sportback e-tron quattro,JE - Executive,AWD,5,210,4.7,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,147,1.8967334035827184,200.0,CCS,590.0,2100.0,502.0,4928,1923,1455,Liftback Sedan,Germany
Audi,A6 Sportback e-tron performance,JE - Executive,RWD,5,210,5.4,565.0,416.72253,0.3539823008849557,Medium,94.9,180.0,Lithium-ion,141,1.8967334035827184,200.0,CCS,610.0,2100.0,502.0,4928,1923,1455,Liftback Sedan,Germany
Audi,A6 Sportback e-tron,JE - Executive,RWD,5,210,6.0,435.0,320.83947,0.3448275862068966,Medium,75.8,150.0,Lithium-ion,136,1.978891820580475,150.0,CCS,495.0,2100.0,502.0,4928,1923,1455,Liftback Sedan,Germany
Audi,A6 Avant e-tron quattro,JE - Executive,AWD,5,210,4.5,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,157,1.8967334035827184,200.0,CCS,560.0,2100.0,502.0,4928,1923,1455,Station/Estate,Germany
BYD,SEALION 7 91.3 kWh AWD Excellence,JD - Large,AWD,5,215,4.5,690.0,508.9177800000001,0.2391304347826087,Low,91.3,127.0,Lithium-ion,182,1.3910186199342829,165.0,CCS,430.0,1500.0,520.0,4830,1925,1620,SUV,China
BMW,i5 xDrive40 Touring (MY25),E - Executive,AWD,5,215,5.5,590.0,435.16158,0.2305084745762712,Low,81.2,216.0,Lithium-ion,174,2.6600985221674875,136.0,CCS,450.0,2000.0,570.0,5060,1900,1515,Station/Estate,Germany
BMW,i5 xDrive40 Sedan (MY25),E - Executive,AWD,5,215,5.4,590.0,435.16158,0.2305084745762712,Low,81.2,216.0,Lithium-ion,167,2.6600985221674875,136.0,CCS,465.0,2000.0,490.0,5060,1900,1515,Sedan,Germany
BYD,SEALION 7 82.5 kWh AWD Design,JD - Large,AWD,5,215,4.5,690.0,508.9177800000001,0.1666666666666666,Low,82.5,172.0,Lithium-ion,181,2.084848484848485,115.0,CCS,400.0,1500.0,520.0,4830,1925,1620,SUV,China
BYD,SEALION 7 82.5 kWh RWD Comfort,JD - Large,RWD,5,215,6.7,380.0,280.27356000000003,0.3026315789473684,Medium,82.5,172.0,Lithium-ion,171,2.084848484848485,115.0,CCS,415.0,750.0,520.0,4830,1925,1620,SUV,China
BYD,SEAL 61.4 kWh RWD Comfort,D - Large,RWD,5,220,7.5,380.0,280.27356000000003,0.1973684210526315,Low,61.4,128.0,Lithium-ion,133,2.0846905537459284,75.0,CCS,365.0,750.0,400.0,4800,1875,1460,Sedan,China
Mercedes-Benz,EQE AMG 53 4MATIC+,E - Executive,AWD,5,220,3.5,950.0,700.6839,0.1484210526315789,Low,90.6,360.0,Lithium-ion,208,3.9735099337748343,141.0,CCS,450.0,1700.0,430.0,4964,1906,1495,Sedan,Germany
Porsche,Taycan 4 Cross Turismo,F - Luxury,AWD,5,220,4.7,610.0,449.91282,0.460655737704918,Medium,97.0,396.0,Lithium-ion,188,4.082474226804123,281.0,CCS,510.0,2000.0,446.0,4974,1967,1409,Station/Estate,Germany
Maserati,Grecale Folgore,JE - Executive,AWD,5,220,4.1,820.0,604.80084,0.1341463414634146,Low,95.0,216.0,Lithium-ion,220,2.273684210526316,110.0,CCS,400.0,1800.0,535.0,4865,1948,1651,SUV,Italy
Porsche,Macan Electric,JD - Large,RWD,5,220,5.7,563.0,415.247406,0.3552397868561279,Medium,95.0,180.0,Lithium-ion,177,1.894736842105263,200.0,CCS,495.0,2000.0,540.0,4784,1938,1623,SUV,Germany
Porsche,Macan 4 Electric,JD - Large,AWD,5,220,5.2,650.0,479.41530000000006,0.3076923076923077,Medium,95.0,180.0,Lithium-ion,184,1.894736842105263,200.0,CCS,470.0,2000.0,540.0,4784,1938,1622,SUV,Germany
Kia,EV9 99.8 kWh AWD GT,JF - Luxury,AWD,7,220,4.6,740.0,545.79588,0.2621621621621621,Medium,96.0,456.0,Lithium-ion,190,4.75,194.0,CCS,420.0,2500.0,333.0,5015,1980,1755,SUV,Korea
Genesis,G80 Electrified Luxury,F - Luxury,AWD,5,225,4.9,700.0,516.2934,0.2285714285714285,Low,82.5,384.0,Lithium-ion,159,4.654545454545454,160.0,CCS,440.0,1600.0,354.0,5005,1925,1470,Sedan,Korea
BMW,i4 M50,D - Large,AWD,5,225,3.9,795.0,586.36179,0.1647798742138364,Low,81.3,216.0,Lithium-ion,197,2.656826568265682,131.0,CCS,450.0,1600.0,470.0,4783,1852,1448,Liftback Sedan,Germany
Porsche,Taycan Sport Turismo,F - Luxury,RWD,5,230,4.8,410.0,302.40042,0.4756097560975609,Medium,82.3,396.0,Lithium-ion,173,4.811664641555286,195.0,CCS,460.0,2000.0,446.0,4963,1966,1390,Station/Estate,Germany
Porsche,Taycan Plus Sport Turismo,F - Luxury,RWD,5,230,4.8,420.0,309.77604,0.669047619047619,High,97.0,396.0,Lithium-ion,176,4.082474226804123,281.0,CCS,530.0,2000.0,446.0,4963,1966,1390,Station/Estate,Germany
Porsche,Taycan Plus,F - Luxury,RWD,5,230,4.8,420.0,309.77604,0.669047619047619,High,97.0,396.0,Lithium-ion,168,4.082474226804123,281.0,CCS,575.0,2000.0,407.0,4963,1966,1379,Sedan,Germany
BMW,i5 M60 xDrive Touring (MY25),E - Executive,AWD,5,230,3.9,795.0,586.36179,0.1710691823899371,Low,81.2,216.0,Lithium-ion,179,2.6600985221674875,136.0,CCS,425.0,2000.0,570.0,5060,1900,1505,Station/Estate,Germany
BMW,i5 M60 xDrive Sedan (MY25),E - Executive,AWD,5,230,3.8,795.0,586.36179,0.1710691823899371,Low,81.2,216.0,Lithium-ion,172,2.6600985221674875,136.0,CCS,430.0,2000.0,490.0,5060,1900,1505,Sedan,Germany
Porsche,Taycan 4 Plus,F - Luxury,AWD,5,230,4.6,610.0,449.91282,0.460655737704918,Medium,97.0,396.0,Lithium-ion,175,4.082474226804123,281.0,CCS,565.0,2000.0,407.0,4963,1966,1379,Sedan,Germany
Porsche,Taycan 4,F - Luxury,AWD,5,230,4.6,585.0,431.47377,0.3333333333333333,Medium,82.3,396.0,Lithium-ion,172,4.811664641555286,195.0,CCS,490.0,2000.0,407.0,4963,1966,1379,Sedan,Germany
Audi,SQ6 e-tron,JD - Large,AWD,5,230,4.3,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,169,1.8967334035827184,200.0,CCS,470.0,2400.0,514.0,4771,1965,1685,SUV,Germany
Porsche,Taycan,F - Luxury,RWD,5,230,4.8,410.0,302.40042,0.4756097560975609,Medium,82.3,396.0,Lithium-ion,164,4.811664641555286,195.0,CCS,495.0,2000.0,407.0,4963,1966,1379,Sedan,Germany
Audi,SQ6 e-tron Sportback,JD - Large,AWD,5,230,4.3,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,164,1.8967334035827184,200.0,CCS,495.0,2400.0,511.0,4771,1965,1665,SUV,Germany
Genesis,GV60 Sport Plus,JC - Medium,AWD,5,235,4.0,700.0,516.2934,0.2857142857142857,Medium,74.0,384.0,Lithium-ion,159,5.1891891891891895,200.0,CCS,360.0,1600.0,432.0,4515,1890,1580,SUV,Korea
Genesis,GV70 Electrified Sport,JD - Large,AWD,5,235,4.2,700.0,516.2934,0.2714285714285714,Medium,74.0,384.0,Lithium-ion,163,5.1891891891891895,190.0,CCS,350.0,1800.0,503.0,4715,1910,1630,SUV,Korea
Mercedes-Benz,EQE SUV AMG 53 4MATIC+,JE - Executive,AWD,5,240,3.5,1000.0,737.562,0.141,Low,90.6,360.0,Lithium-ion,242,3.9735099337748343,141.0,CCS,420.0,1800.0,520.0,4879,1940,1672,SUV,Germany
Audi,S6 Sportback e-tron,JE - Executive,AWD,5,240,3.9,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,149,1.8967334035827184,200.0,CCS,555.0,2100.0,502.0,4928,1923,1465,Liftback Sedan,Germany
Audi,S6 Avant e-tron,JE - Executive,AWD,5,240,3.9,855.0,630.6155100000001,0.2339181286549707,Low,94.9,180.0,Lithium-ion,156,1.8967334035827184,200.0,CCS,530.0,2100.0,502.0,4928,1923,1493,Station/Estate,Germany
Porsche,Macan 4S Electric,JD - Large,AWD,5,240,4.1,820.0,604.80084,0.2439024390243902,Low,95.0,180.0,Lithium-ion,186,1.894736842105263,200.0,CCS,470.0,2000.0,540.0,4784,1938,1622,SUV,Germany
BMW,i7 xDrive60,F - Luxury,AWD,5,240,4.7,745.0,549.48369,0.2134228187919463,Low,101.7,216.0,Lithium-ion,172,2.1238938053097343,159.0,CCS,510.0,2000.0,500.0,5391,1950,1544,Sedan,Germany
Porsche,Taycan 4S Cross Turismo,F - Luxury,AWD,5,240,3.8,710.0,523.66902,0.3957746478873239,Medium,97.0,396.0,Lithium-ion,188,4.082474226804123,281.0,CCS,510.0,2000.0,446.0,4974,1967,1409,Station/Estate,Germany
Audi,e-tron GT S,F - Luxury,AWD,4,245,3.4,740.0,545.79588,0.3797297297297297,Medium,97.0,396.0,Lithium-ion,172,4.082474226804123,281.0,CCS,540.0,2400.0,405.0,5004,1964,1394,Sedan,Germany
Audi,e-tron GT quattro,F - Luxury,AWD,4,245,4.0,625.0,460.9762500000001,0.4496,Medium,97.0,396.0,Lithium-ion,169,4.082474226804123,281.0,CCS,540.0,2400.0,405.0,5004,1964,1394,Sedan,Germany
Lotus,Eletre S,JF - Luxury,AWD,5,250,4.5,710.0,523.66902,0.3647887323943662,Medium,109.0,216.0,Lithium-ion,222,1.981651376146789,259.0,CCS,480.0,2250.0,611.0,5103,2019,1630,SUV,UK
Lotus,Emeya,F - Luxury,AWD,5,250,4.2,710.0,523.66902,0.3380281690140845,Medium,98.9,216.0,Lithium-ion,198,2.1840242669362997,240.0,CCS,520.0,2250.0,509.0,5139,2005,1464,Liftback Sedan,UK
Lotus,Emeya S,F - Luxury,AWD,5,250,4.2,710.0,523.66902,0.3380281690140845,Medium,98.9,216.0,Lithium-ion,198,2.1840242669362997,240.0,CCS,520.0,2250.0,509.0,5139,2005,1464,Liftback Sedan,UK
Lucid,Air Touring,F - Luxury,AWD,5,250,3.2,498.0127388535032,367.3152716942676,0.3212769222898654,Medium,92.0,5400.0,Lithium-ion,142,58.69565217391305,160.0,CCS,580.0,1500.0,456.0,4975,1939,1410,Sedan,USA
BMW,i7 M70 xDrive,F - Luxury,AWD,5,250,3.7,1100.0,811.3182,0.1445454545454545,Low,101.7,216.0,Lithium-ion,208,2.1238938053097343,159.0,CCS,490.0,2000.0,500.0,5391,1950,1544,Sedan,Germany
Tesla,Model X Dual Motor,JF - Luxury,AWD,7,250,3.9,498.0127388535032,367.3152716942676,0.2811173070036322,Medium,95.0,7920.0,Lithium-ion,165,83.36842105263158,140.0,CCS,485.0,2250.0,425.0,5057,1999,1680,SUV,USA
Rolls-Royce,Spectre,I - Luxury,AWD,4,250,4.5,900.0,663.8058000000001,0.14,Low,102.0,216.0,Lithium-ion,192,2.117647058823529,126.0,CCS,465.0,1500.0,380.0,5453,2080,1559,Coupe,UK
